time_s,fixed_total_bps,greedy_total_bps,opt_total_bps,fixed_min_bps,greedy_min_bps,opt_min_bps,fixed_jain,greedy_jain,opt_jain
116.000000,2105315662.430610,2139524694.013382,2138107640.235240,86687801.567545,85102111.678670,86551756.029753,0.993700,0.994665,0.995080
117.000000,2106687652.134020,2140048979.355013,2138681978.792594,87635390.155249,84096215.483757,85928704.663623,0.994032,0.994357,0.994963
118.000000,2107859766.199193,2140392935.922191,2139212514.363745,88601128.237718,83053278.270156,85266302.609816,0.994345,0.994003,0.994841
119.000000,2108623781.296910,2140261313.847234,2139402303.615970,89599270.625317,82007214.936692,84595565.195810,0.994604,0.993594,0.994697
120.000000,2108514769.800279,2139486504.383931,2139185146.719407,90369232.727647,80966377.397579,83937034.588353,0.994754,0.993120,0.994521
121.000000,2108464571.945161,2140710280.811603,2139888854.725255,89408189.029290,82362634.405074,83638764.183142,0.994861,0.993647,0.994427
122.000000,2108078463.213226,2140119762.617495,2140501865.014542,88446605.078957,83713008.262675,83349692.926829,0.994915,0.994164,0.994356
123.000000,2107433027.618686,2141190776.455112,2140438889.289290,87402221.385052,84417500.026029,82866856.661946,0.994912,0.994583,0.994234
124.000000,2106492356.025690,2141031453.004933,2140272801.553131,86342400.608290,85066048.118783,82390711.564446,0.994833,0.994933,0.994098
125.000000,2104779410.889692,2140125549.037274,2139712237.047334,85218442.532015,84877011.552211,81881320.471119,0.994698,0.994991,0.993956
126.000000,2103608627.429269,2140228592.345937,2139480262.127841,84141986.683145,83786664.291398,81395553.574351,0.994497,0.994690,0.993801
127.000000,2102111405.100414,2139858502.675974,2138967457.821094,83055952.789843,82663537.363638,80880252.955960,0.994236,0.994321,0.993618
128.000000,2100557189.585702,2139399023.528259,2138607259.791346,81994305.013058,81560486.844849,80389176.950274,0.993942,0.993917,0.993444
129.000000,2099322094.454720,2139340937.846399,2138900780.059230,81339944.239083,80878302.938156,80322467.307778,0.993711,0.993571,0.993370
130.000000,2097611939.863186,2139088068.164983,2139284260.186139,81196153.135062,80775965.818562,80845480.462807,0.993554,0.993316,0.993422
131.000000,2094378557.127753,2137849057.625588,2138961339.096702,81093991.719451,80703109.367261,81395197.304669,0.993398,0.993041,0.993477
132.000000,2090165327.310286,2138340951.999546,2138400489.605549,80806660.960213,81739362.565033,81823905.710014,0.993193,0.993463,0.993522
133.000000,2085789377.638896,2137808839.900101,2137772885.557697,80372413.940353,82620771.310266,82156922.317466,0.992928,0.993806,0.993540
134.000000,2082666260.453712,2136800529.666873,2137173330.027290,80241082.112824,83093104.576520,82686596.394071,0.992659,0.993804,0.993560
135.000000,2079841785.541006,2135535837.001872,2136203624.707338,80182965.517054,83058343.502099,83262236.669302,0.992384,0.993498,0.993610
136.000000,2077034604.261970,2135812448.024844,2134919124.442967,80099647.422472,85436297.749737,83819785.624174,0.992070,0.994568,0.993674
137.000000,2073700540.595259,2134336534.596435,2133324029.884956,80099647.422472,87794664.828240,84428050.320286,0.991734,0.995540,0.993761
138.000000,2070119951.358788,2132233128.046986,2131471741.858324,80099647.422472,88942077.193743,85033100.761695,0.991328,0.995884,0.993816
139.000000,2067284473.335958,2131458618.449468,2130339980.715207,80099647.422472,88942077.193743,85634644.089125,0.990867,0.995697,0.993861
140.000000,2063792005.825365,2130122959.450016,2128885153.949449,80099647.422472,88942077.193743,86232390.753873,0.990375,0.995469,0.993888
141.000000,2060179917.005608,2128065738.138846,2126864833.400537,80099647.422472,88942077.193743,86826055.338438,0.989835,0.995217,0.993916
142.000000,2055630763.610491,2125630006.215894,2124685350.176864,80099647.422472,88942077.193743,87415357.375935,0.989208,0.994926,0.993928
143.000000,2051145889.024083,2122740431.055108,2122209781.604201,80099647.422472,88942077.193743,88000022.163251,0.988581,0.994625,0.993962
144.000000,2050627244.223512,2126180653.475101,2124745433.376759,80099647.422472,90022793.061264,88579781.562749,0.988437,0.995203,0.994334
145.000000,2052858863.508466,2130575243.032896,2129913198.040910,80099647.422472,90991924.112943,89154374.787283,0.988716,0.995925,0.994993
146.000000,2054160436.603859,2133616687.974608,2134043841.607993,80099647.422472,91434107.415763,89723549.163217,0.988967,0.996361,0.995605
147.000000,2055680296.545780,2138852276.986122,2139275784.527633,80099647.422472,91434107.415763,90287060.866184,0.989216,0.996595,0.996137
148.000000,2057298046.349098,2143395131.835739,2143899927.529188,80099647.422472,91434107.415763,90844675.624403,0.989420,0.996795,0.996597
149.000000,2058579262.348534,2147763490.904007,2148328031.044373,80099647.422472,91434107.415763,91396169.384474,0.989577,0.996969,0.996985
150.000000,2059557993.252218,2152179074.550590,2152755701.673970,80099647.422472,91434107.415763,91941328.934786,0.989713,0.997140,0.997330
151.000000,2060245828.785831,2156388972.625277,2156975398.989130,80099647.422472,91434107.415763,92479952.481892,0.989811,0.997297,0.997628
152.000000,2060007864.517793,2159659822.852564,2160270715.719789,80099647.422472,91434107.415763,93011850.175494,0.989828,0.997431,0.997873
153.000000,2060954557.663920,2164156696.418197,2164872957.765484,80099647.422472,91434107.415763,93536844.578039,0.989887,0.997538,0.998069
154.000000,2061531030.783791,2168319979.552895,2169304182.188074,80099647.422472,91434107.415763,94054771.075288,0.989927,0.997616,0.998225
155.000000,2063477513.272359,2172993564.968756,2174310826.889933,80099647.422472,91434107.415763,94565478.224668,0.990073,0.997689,0.998361
