time_s,fixed_total_bps,greedy_total_bps,opt_total_bps,fixed_min_bps,greedy_min_bps,opt_min_bps,fixed_jain,greedy_jain,opt_jain
212.000000,1881218409.735070,1995793404.498506,1996271109.581879,58215825.045721,74700472.510969,76695503.137301,0.974551,0.984485,0.985238
213.000000,1879104468.056059,1993631760.854201,1993982754.327041,58260369.413906,74079126.474185,75798301.424233,0.974090,0.984289,0.984980
214.000000,1876039338.427993,1990412521.877464,1990667446.555190,57952049.926383,73145148.564302,74583841.988388,0.973462,0.983951,0.984575
215.000000,1872915204.967211,1987144257.934187,1987334989.545755,57731149.442259,72417783.129762,73571861.209471,0.972817,0.983662,0.984207
216.000000,1869942662.441000,1983291517.770348,1983487947.666509,57723551.715030,71539987.108974,72409247.344550,0.972180,0.983225,0.983689
217.000000,1867703999.891308,1980193485.849608,1980433920.954324,57543566.736653,70768490.716152,71348762.922974,0.971589,0.982815,0.983186
218.000000,1865475609.702858,1977432046.626137,1977741786.787760,57545556.176485,69969715.676221,70260775.805322,0.971176,0.982432,0.982719
219.000000,1862200438.856860,1973713838.770148,1974106579.196952,57489569.944356,69303704.237837,69301462.439235,0.970668,0.981868,0.982065
220.000000,1858535861.757099,1969240930.056105,1969784131.289073,57458593.239766,68762549.813791,68462238.296747,0.969944,0.981284,0.981371
221.000000,1854779588.509562,1965054341.322130,1965745638.200752,57360980.061887,68164714.763645,67568100.173248,0.969344,0.980723,0.980706
222.000000,1851086407.742350,1960839417.649979,1961682552.511687,57350530.944692,67502467.558348,66612740.856645,0.968753,0.980106,0.979976
223.000000,1848805170.509274,1957305500.732161,1958385922.320878,57450805.085158,68059020.322460,66898844.080767,0.968545,0.979818,0.979609
224.000000,1846649712.579037,1953539256.545784,1954899310.332663,57203993.687465,69051152.459606,67617457.981864,0.968226,0.979585,0.979291
225.000000,1844502175.565363,1949950031.770197,1951546580.046945,57011704.570854,69871559.333823,68291917.347673,0.967864,0.979323,0.978940
226.000000,1842435202.320252,1948139666.868001,1948382857.297574,56938871.030644,68762464.473447,68911624.340512,0.967477,0.978436,0.978621
227.000000,1839712090.779159,1943982493.275344,1944422958.897010,56740213.820360,67233494.999073,68992973.035330,0.966933,0.977159,0.978166
228.000000,1837075916.673445,1939477453.876420,1940445815.521017,56304430.127142,66019033.752404,67976341.481807,0.966355,0.976184,0.977613
229.000000,1835995846.991365,1937553490.935452,1938368484.394768,55889204.313425,66651848.287869,68530565.954333,0.965856,0.976235,0.977502
230.000000,1835258524.477720,1936331088.838415,1937011004.908197,55424632.297362,67114119.234626,68902624.979962,0.965617,0.976443,0.977566
231.000000,1834488134.991283,1935735542.644214,1936269262.508287,55084098.808451,67540942.190948,69226608.043773,0.965609,0.976702,0.977696
232.000000,1833248764.207597,1934600001.137714,1934989696.161760,54712787.034094,67948703.787098,69518995.187162,0.965494,0.976804,0.977669
233.000000,1830943163.802615,1932246948.010648,1932500555.578590,54369629.533530,68161536.587807,69602467.613733,0.965236,0.976725,0.977464
234.000000,1828967169.211811,1930132533.556372,1930287371.114904,54203270.141459,68586840.741107,69889218.800672,0.964987,0.976678,0.977286
235.000000,1827308228.739353,1928111852.110342,1928225566.525058,54017942.989665,69061802.166882,70217026.023001,0.964641,0.976594,0.977070
236.000000,1824950192.693930,1925244876.385048,1925378468.153359,53710040.066111,69421935.098318,69994236.451968,0.964144,0.976328,0.976672
237.000000,1823005604.307223,1922653302.181307,1922898718.184830,53453736.479084,69635102.023394,69139784.267015,0.963708,0.976016,0.976237
238.000000,1820841399.828130,1919755628.131097,1920170773.489447,53127508.286276,69621680.287647,68198065.102213,0.963257,0.975570,0.975666
239.000000,1818094112.339543,1916533819.790209,1917167164.311097,53005259.825716,69699122.806835,67494466.953566,0.962774,0.975193,0.975176
240.000000,1815256709.121581,1913867623.592159,1914759813.420279,53624541.733826,69611351.529322,68146883.772948,0.962558,0.975121,0.975023
241.000000,1812609909.855402,1910882438.107004,1912098490.237318,54262384.851739,69788251.173109,68780422.426072,0.962324,0.974998,0.974857
242.000000,1809535727.092022,1908735484.888654,1908999491.092439,54881300.578572,68956517.850090,69396617.901886,0.962058,0.974087,0.974707
243.000000,1806550388.366737,1905793720.325750,1906245923.776058,55454410.451805,68031400.204517,69971582.809045,0.961759,0.973136,0.974669
244.000000,1803165924.244889,1902250486.708354,1903090581.201041,56059656.474247,67610966.471254,70262801.355233,0.961508,0.972586,0.974563
245.000000,1798348766.013999,1898414088.661672,1898944771.407706,56724512.351815,67533598.330216,70041902.986304,0.961158,0.972534,0.974367
246.000000,1793557485.098326,1894190294.450287,1894491906.461735,57404545.753862,67561119.656550,69804401.327393,0.960767,0.972365,0.974065
247.000000,1789338344.274599,1890516556.583268,1890673910.520292,58109599.819339,67575526.982222,69013383.032314,0.960633,0.972211,0.973795
248.000000,1787086267.724281,1889056217.091213,1889142727.433400,58860821.502031,67341489.675359,68250576.233258,0.961274,0.972154,0.973673
249.000000,1784219843.519977,1886701902.655637,1886758937.279641,59553097.694358,66675109.488868,67282598.145402,0.961805,0.972041,0.973499
250.000000,1782889363.636298,1885439397.751273,1885539244.731207,60430111.100652,66326424.978943,67216779.590028,0.962484,0.972281,0.973674
251.000000,1781768152.445455,1884244752.422102,1884422897.608403,60564442.702291,66683084.810590,67872209.822891,0.963197,0.972583,0.973908
252.000000,1780024716.165165,1882557408.118415,1882855205.355598,60755788.098828,65695729.964501,66949870.961755,0.963757,0.972840,0.974094
253.000000,1777881359.327489,1880508104.651937,1880959529.964535,60825142.516972,64710869.073038,65781019.648257,0.964202,0.973040,0.974217
254.000000,1775209792.177240,1877790237.968393,1878439820.434332,60886307.103049,63700922.649118,64587193.712322,0.964646,0.973043,0.974151
255.000000,1772879791.119843,1875218501.241861,1876129782.199907,61012986.865362,62634940.822746,63341233.176766,0.965102,0.972897,0.973941
256.000000,1770866719.725808,1872554591.206103,1873792680.480822,61232959.167242,61796846.054566,62337362.890333,0.965396,0.972736,0.973720
257.000000,1769833301.287117,1871622070.644809,1871911576.524221,61746650.899294,59629761.609619,61334799.822205,0.965949,0.971318,0.973376
258.000000,1768780569.043044,1869704814.735479,1870305287.427300,61517309.601944,57824762.241447,60666252.977502,0.966325,0.969879,0.973271
259.000000,1767963643.733882,1867832812.139710,1869012328.825069,61123881.027349,56820162.962009,60115201.444055,0.966584,0.969319,0.973418
260.000000,1766774805.246328,1866338062.252108,1867365788.235783,60749440.548907,56786792.202025,59903972.148927,0.966727,0.969720,0.973699
261.000000,1764671042.786244,1863971631.384903,1864824154.419420,60391968.470033,56726436.644142,59671087.270549,0.966758,0.970031,0.973885
262.000000,1762967252.281919,1861883501.494319,1862649904.298352,59944663.270954,56841394.961795,59629432.631699,0.966721,0.970345,0.974071
263.000000,1759652396.143704,1857995202.948020,1858697086.176642,59631378.268851,56300519.607531,58904353.806763,0.966532,0.970250,0.973869
264.000000,1756294550.744834,1853966566.785035,1854643414.093600,59287090.400013,55760024.112002,58186743.195893,0.966270,0.970050,0.973563
265.000000,1752525786.156640,1849796002.085927,1850473688.812843,58929456.487387,55252092.659675,57510229.572282,0.965836,0.969889,0.973274
266.000000,1749493961.261223,1846453002.106421,1847163771.292948,58531090.593231,55816110.502930,57960314.885659,0.965174,0.970184,0.973402
267.000000,1746438056.458032,1843138720.861435,1843896284.349340,58186213.059074,56644542.945483,58680373.182752,0.964480,0.970469,0.973520
268.000000,1741342574.683676,1837859002.625607,1838638349.545675,57594080.926198,57482799.520906,59402743.568686,0.963604,0.970508,0.973406
269.000000,1736014406.841958,1832437980.440998,1833261150.531762,57041650.594177,58294758.823829,60088274.590905,0.962613,0.970530,0.973268
270.000000,1730420246.184967,1826664123.276579,1827557613.059081,56563459.928943,59137240.976459,60797360.081525,0.961486,0.970546,0.973113
271.000000,1725903653.122438,1822282411.238370,1823307917.112464,56177533.868459,60020344.569187,61541555.399565,0.960269,0.970702,0.973077
272.000000,1721675253.423296,1818116511.812262,1819320746.123666,55950482.411262,60933966.655161,62311031.026330,0.959133,0.970776,0.972971
273.000000,1717686965.096421,1814457168.844180,1815939873.954557,55844747.459444,61889203.730574,63125528.413791,0.958085,0.970862,0.972896
274.000000,1715132554.734333,1813444388.423030,1813694263.196871,55757758.631078,61489776.723861,63925800.280175,0.957239,0.969534,0.972881
275.000000,1714387077.856652,1812607075.988709,1812914925.904785,55732350.588818,61043229.743908,64728798.984011,0.956411,0.967951,0.972921
276.000000,1714613097.132753,1812231971.064870,1813057019.099549,55510995.613855,61339304.097831,65615270.280623,0.955737,0.967079,0.972885
277.000000,1715908605.500632,1812947483.491765,1813789342.116865,55284606.933508,62283563.068013,65441012.253830,0.955133,0.967179,0.972731
278.000000,1718054138.310190,1815627782.264390,1816425358.433836,55026250.730964,63225815.626692,65900534.664060,0.954894,0.967671,0.972957
279.000000,1722258582.084258,1820527412.919425,1821390588.754104,54720407.594752,64210534.036761,67067853.950112,0.955297,0.968405,0.973480
280.000000,1726821929.773518,1824953035.403946,1825939122.451776,54496845.017196,65196596.305182,68451852.219771,0.955658,0.969007,0.973856
281.000000,1730569713.138286,1828663892.464887,1829744508.635489,54016633.248749,66191274.837993,69801720.161115,0.955861,0.969525,0.974122
282.000000,1733680239.039570,1831815075.796284,1832966519.340126,53537178.930107,67197299.674773,70653965.059136,0.956079,0.969863,0.974212
283.000000,1736146631.159388,1834468434.677037,1835674445.100929,53230193.327259,68209259.777267,71505615.862499,0.956240,0.970164,0.974252
284.000000,1737330931.299240,1836424487.498817,1837637189.344229,53111405.869152,68821608.388758,71813498.015986,0.956395,0.970439,0.974272
285.000000,1738775637.315161,1838350042.085979,1839600105.582464,53174940.005551,67876646.245028,70922712.878906,0.956542,0.970648,0.974215
286.000000,1740367384.130981,1840193138.278097,1841474414.884248,52852127.878647,66938379.370352,69830837.892903,0.956696,0.970811,0.974106
287.000000,1742535101.040978,1844267605.881902,1844346961.679672,52281487.285006,68454304.357533,68908279.972486,0.957023,0.973601,0.974112
288.000000,1743694759.792203,1845836859.300840,1846246887.946089,51737577.276371,69879058.544893,67883704.410511,0.957162,0.975574,0.973902
289.000000,1745031273.323595,1847120836.272265,1848267896.873281,51170183.954124,70106693.977038,66837080.568985,0.957337,0.976251,0.973612
290.000000,1745942266.824116,1848888223.843153,1849948647.937417,50562984.512970,69088766.035832,65730998.874912,0.957338,0.976352,0.973520
291.000000,1746233916.134333,1849983976.303537,1850958689.784221,49970178.419059,68082305.041760,64641975.045168,0.957251,0.976397,0.973387
292.000000,1745504411.832525,1850112303.259202,1851019623.798629,49414537.765696,67264487.527246,63739884.234913,0.957050,0.976396,0.973216
293.000000,1744535320.429203,1850366920.426956,1851191351.658644,48942707.459765,68250456.250192,64562196.115504,0.956571,0.976818,0.973527
294.000000,1743569648.903086,1850641526.474595,1851355572.375321,48621737.350075,69195706.022089,65340673.203918,0.956215,0.977368,0.973945
295.000000,1742571994.819358,1851345110.992444,1851975682.966226,48453816.337342,68812979.105742,64870839.974845,0.955970,0.977961,0.974391
296.000000,1741493061.762286,1853492436.519290,1852713478.036681,48931998.319912,65801051.946508,64099032.723852,0.956063,0.977389,0.974857
297.000000,1741735034.079573,1855510995.130155,1854917717.230731,49597015.910138,64392041.076901,64840705.455193,0.956107,0.977019,0.975916
298.000000,1742230105.482958,1856946392.535179,1857011571.135027,50308995.865629,64232677.657190,65694503.229409,0.956030,0.977446,0.977038
299.000000,1743269043.795637,1859959537.849962,1859705566.837110,51148352.459492,65203639.719202,66547303.521765,0.955961,0.978873,0.978140
300.000000,1743452079.366822,1862387174.096242,1861751669.562568,51868619.722345,66202229.588132,67430332.254873,0.955593,0.980304,0.979249
